name,weight,companyID,price,forbidden_country1,forbidden_country2,forbidden_country3,forbidden_country4,forbidden_country5
Zoolab,16.81,7,1510,155,,133,,
Tampflex,8.44,92,113,,,,,
Cardguard,18.61,106,35.98,2,,,90,
Tampflex,2.8,48,902,,1,238,,
Gembucket,16.82,74,279,102,,34,,
Asoka,8.14,70,226,,222,,,
Temp,7.21,123,4.81,,,,,
Tres-Zap,17.4,30,3500,66,41,,,
Zathin,2.14,14,3424,52,118,182,,
Asoka,0.18,34,1587,,189,,,
Bytecard,1.38,95,117,,200,171,,214
Fix San,19.78,129,39.88,20,181,,,214
Zoolab,14.84,128,5.28,183,,25,,
Lotlux,10.32,60,153,,237,,,
Cardify,2.13,4,2417,14,,,160,214
Namfix,11.21,68,239,126,,132,132,
Ronstring,12.29,165,26.23,,196,225,,214
Daltfresh,3.77,149,21.75,,,15,,
Bytecard,19.58,45,3602,18,79,,,
Tin,11.07,153,14.65,21,,,,
Bamity,3.22,99,291,95,,248,,214
Cardify,8.87,73,306,,,,,
Transcof,17.32,162,6.28,,21,,,
Zaam-Dox,3.15,36,3487,,143,,,
Viva,9.45,57,350,201,,,112,
Bitwolf,2.02,59,90,85,,148,,
Tampflex,0.4,167,15.86,,,,,214
Daltfresh,12.71,162,20.06,,,,,
Stringtough,12.23,146,29.03,,,,163,
Bitchip,14.29,54,204,,,18,,
Holdlamis,19.19,59,7,,101,,,
Alpha,11.06,32,2818,,,,,
Transcof,8.79,150,25.11,,,138,42,
Prodder,15.45,135,5.03,82,,62,,214
Ventosanzap,19.56,162,37.97,,17,,,
Bigtax,18.79,104,26.3,,,,,
Ronstring,16.33,154,11.39,,,12,,
Zamit,3.63,106,5.45,91,,12,129,
Tempsoft,12.65,145,34.04,61,,,,
Temp,15.28,84,293,18,131,199,,
Holdlamis,17.14,37,3221,,83,,,
Home Ing,14.16,12,1306,,33,,,
Zathin,17.06,65,52,236,,,,
Pannier,7.21,93,72,194,129,,,
Domainer,13.37,93,71,196,71,18,,
Pannier,2.42,158,22.21,,,174,,
Job,6.87,102,39.56,52,,8,,
Voltsillam,5.69,141,29.62,,,152,,
Tin,19.0,107,23.18,37,162,,,
Zaam-Dox,5.32,34,979,130,208,,,
Biodex,1.3,49,1229,45,56,,,
Latlux,11.67,137,23.34,29,,,,214
Flexidy,3.88,54,23,52,,,235,
Regrant,9.51,76,398,45,123,25,,
Opela,11.5,108,1.41,96,,,,
Quo Lux,0.97,145,37.79,211,,,,
Home Ing,16.36,77,173,24,50,45,,
Matsoft,17.06,114,7.01,,,,198,
Y-Solowarm,2.93,147,33.8,98,219,,,
Gembucket,11.63,63,113,,,215,,
Overhold,0.1,127,3.72,,247,,,
Redhold,15.1,15,599,189,,,214,
Lotlux,6.71,126,16.93,,,,,
Cardguard,5.52,96,253,205,,54,,
Overhold,2.74,48,2625,233,68,,,
Wrapsafe,14.62,29,1974,73,,,,
Wrapsafe,17.07,116,35.42,224,,,,
Y-Solowarm,6.74,142,31.96,217,102,,,
Prodder,5.72,9,3581,,125,,,
Treeflex,9.82,139,25.52,98,4,151,,
Fixflex,2.76,84,374,,139,,,
Zontrax,0.34,28,3432,,175,55,,
Sub-Ex,9.06,61,58,72,,,,214
Fix San,6.06,141,34.13,79,,,,
Bamity,18.97,33,3013,25,,11,,
Bytecard,2.33,116,12.58,67,,,,
Alphazap,9.29,7,2721,,144,,,
Mat Lam Tam,11.42,84,304,,,,,
Temp,10.82,67,365,201,,,,
Vagram,19.51,67,202,,,,,
Mat Lam Tam,9.35,12,2458,,241,,162,
Bitwolf,17.56,89,243,193,85,95,,
It,17.26,72,275,,179,235,77,
Gembucket,13.97,135,0.75,,,52,,
Hatity,9.1,68,185,,,,,
Flowdesk,19.02,94,135,,200,,50,
Lotlux,3.38,120,29.04,,,,,
Hatity,3.92,18,1219,1,,160,,
Otcom,17.97,116,27.69,,2,,,
Voyatouch,15.37,47,1903,,207,36,,
Cardify,16.39,130,5.23,,,,,
Viva,1.63,102,27.54,147,,83,120,
Stronghold,0.83,138,31.12,,,,,214
Stronghold,10.82,5,3773,,,,,
Wrapsafe,11.64,135,34.74,,,,,
Kanlam,10.88,146,4.22,109,,,,
Stim,6.42,101,35.39,,,,99,214
Rank,15.44,70,125,238,,,,
Bytecard,2.38,135,32.27,,198,,,
Viva,9.16,77,381,,,97,,
Opela,7.16,67,256,75,,19,,214
Latlux,7.78,18,1199,215,,,206,
It,8.19,103,34.55,,,,,
Bigtax,3.61,124,20.21,,,,,
It,8.73,66,354,130,29,,,
Tresom,4.62,68,260,,149,31,,
Lotlux,9.92,110,29.92,,115,152,,214
Aerified,11.82,42,1344,,,231,,
Bamity,17.0,15,3516,,,,,
Viva,18.01,164,14.15,159,,14,,
Tempsoft,3.54,39,1773,17,,,28,
Flexidy,10.64,138,29.3,142,,32,91,
Duobam,19.95,91,79,114,,,11,214
Sonair,13.78,94,44,185,,,,
Alpha,15.65,44,1660,,248,,142,
Tempsoft,18.45,5,1396,79,,,,
Job,15.01,81,18,,,66,,
Daltfresh,13.66,42,1536,,,,,
Prodder,19.19,29,2715,246,184,,,
Stim,11.28,42,982,,,,,
Transcof,5.41,95,319,185,117,,,
Temp,4.45,24,1936,180,35,,,
Tempsoft,16.81,68,259,245,64,97,,
Fix San,13.29,2,1292,151,,152,,
Zoolab,11.63,129,5.34,12,,159,,
It,16.94,46,3939,,159,,108,
Tres-Zap,10.64,91,260,53,50,,33,
Stronghold,5.66,100,363,50,,132,,214
Rank,17.22,102,20.75,,,,152,
Trippledex,0.77,77,226,225,226,,,
Ronstring,5.91,142,39.74,14,215,,,
Home Ing,1.82,121,10.02,133,,,,
Alphazap,9.7,92,198,184,196,93,31,
Sonsing,4.91,92,297,202,,,,
Toughjoyfax,3.6,145,11.75,,,,,
Bytecard,5.38,14,1519,160,235,,204,
Overhold,9.81,137,30.84,,,,,214
Opela,14.88,161,24.62,,82,168,,214
Stim,8.62,152,24.86,,,,102,
Zontrax,14.81,146,28.48,240,,,,
Tres-Zap,15.82,129,26.17,59,,,,
Cardify,11.98,133,3.29,6,,,,
Tresom,17.36,149,16.59,236,95,,,
Stim,10.4,18,2656,,,,96,
Andalax,3.86,138,30.8,171,,,7,
Redhold,15.71,128,24.73,16,,,43,
Konklux,4.76,62,303,,192,,,
Tin,3.41,110,37.78,,,,,
Redhold,7.83,131,19.59,89,224,,,
Bitwolf,18.24,151,39.66,,152,183,,
Zaam-Dox,2.4,113,10.84,2,,,,
Stringtough,10.93,83,299,146,,,,
Vagram,15.46,15,3814,18,2,82,,
Konklab,3.64,104,15.04,149,,109,,
Namfix,19.46,122,23.35,,,195,,
Tempsoft,16.52,112,12.64,,,206,,
Redhold,2.04,96,156,,,116,,214
Flowdesk,19.7,37,1585,137,,,,
Transcof,18.58,160,13.59,,,,194,
Treeflex,0.36,132,8.53,94,218,137,,214
Quo Lux,1.73,25,1663,,,41,,
Bigtax,4.15,54,279,5,,55,,
Gembucket,1.03,63,345,,45,,,
Sonsing,15.64,34,2599,,83,247,49,
Alphazap,2.3,26,2969,,121,,,
Gembucket,2.28,140,14.78,,226,,,
Lotlux,11.04,75,4,144,,150,,214
Holdlamis,15.44,153,16.35,,97,61,113,
Zoolab,3.9,169,38.91,47,,,,
Pannier,6.33,115,24.95,,213,,36,
Kanlam,14.22,67,144,157,,148,,
Asoka,3.62,50,238,110,,171,,
Treeflex,17.69,12,2430,36,181,190,,
Opela,7.38,27,1397,128,,,,
Transcof,10.2,108,20.28,59,117,,,
Asoka,11.01,61,207,,,194,,
Job,6.92,58,29,58,,246,,
Stronghold,17.33,91,171,122,48,,,
Fixflex,19.21,48,2053,109,49,,,
Holdlamis,7.14,62,105,,,,,
Bytecard,2.99,144,30.7,191,249,,170,
Transcof,8.29,67,62,210,,,,
Wrapsafe,10.01,154,37.45,126,,3,,
Sub-Ex,7.79,98,147,,,,,
Viva,8.06,15,1805,,,29,,
Matsoft,7.14,108,0.88,,,,49,
Cardify,19.49,90,380,,,,,
Ronstring,14.14,94,13,,,,,
Home Ing,11.92,26,2416,,66,,,
Sonair,5.26,130,28.12,144,,,,
Bigtax,2.29,12,1106,,91,59,,214
Tin,2.12,87,398,,132,,,
Y-find,5.03,88,348,,234,39,,
Flexidy,17.35,83,102,,,,,
Fix San,17.76,154,2.58,,,137,222,
Keylex,12.24,35,632,31,,,79,
Stronghold,9.19,12,3733,21,249,,,
Cardify,19.19,115,21.37,,202,,,
Voyatouch,17.42,154,1.89,,,,,
Alphazap,17.88,85,98,52,81,,,214
Kanlam,4.79,75,99,36,,,235,214
Konklux,17.67,62,217,108,,,,
Redhold,4.12,102,13.08,,28,,,
Veribet,10.15,69,66,,103,,,
Fixflex,12.88,121,27.56,,,,,
Fintone,9.98,157,34.65,,96,,178,214
Stringtough,19.82,25,1546,153,,,,
Alpha,19.27,32,3961,,138,,,
Subin,2.56,107,16.68,197,,,,
Hatity,6.77,52,216,,,,,
Tresom,6.74,142,17.45,192,,31,,
Holdlamis,19.24,11,2958,,,71,,
Zaam-Dox,2.6,104,9.36,218,,,,
Zamit,3.96,101,18.64,100,,,,
Tresom,2.14,59,78,227,,86,,
Vagram,12.07,85,289,126,214,,,
Andalax,7.66,98,218,,176,,,
Opela,10.39,133,32.47,211,,179,,
Span,16.75,73,155,85,,,144,
Flexidy,15.24,82,301,240,,,,
Matsoft,18.79,76,201,,,,188,
Veribet,18.62,144,19.88,172,25,13,,
Latlux,17.31,117,38.84,36,,,,
Pannier,5.9,36,573,209,,,,
Flexidy,9.24,93,106,,234,,,
Toughjoyfax,16.75,100,277,75,187,,,
Regrant,11.99,70,22,136,81,,29,
Bitwolf,10.14,92,377,,200,,,
Flowdesk,14.67,26,1807,109,1,,,
Kanlam,6.58,157,4.95,49,,,,
Asoka,2.96,14,3335,,21,,,
Tempsoft,4.64,156,4.87,,,,,
Zoolab,4.76,152,33.08,,,,,
Wrapsafe,18.9,30,3233,,,,,
Sonsing,5.72,84,97,186,245,156,,
Bigtax,8.81,129,13.93,,,,,
Viva,19.66,146,20.46,159,76,,72,
Span,8.63,87,381,,27,108,,
Temp,8.1,32,1177,111,,,,
Konklab,0.85,151,11.75,,178,,,
Holdlamis,9.43,57,11,,,,,
Voyatouch,4.62,61,94,,,,,
Holdlamis,2.95,10,3611,94,,98,,
Flexidy,17.56,54,4,159,59,,,
Otcom,6.46,68,46,223,,,,
Bamity,4.72,125,35.15,,,,228,
Lotstring,2.38,147,21.6,193,164,,,
Zontrax,15.02,124,10.38,,,190,2,214
Lotlux,18.76,141,17.85,,,,,
Aerified,19.16,115,4.86,235,,43,,
Namfix,16.85,165,23.76,1,,,,
Lotstring,15.19,60,140,191,,,185,
Home Ing,19.36,66,229,,,,,
Greenlam,13.06,88,384,,153,,67,
Fintone,3.68,57,226,199,109,,,
Bitchip,6.5,13,2950,233,88,163,,
Sonair,9.44,118,30.63,111,,,77,
Sub-Ex,4.04,25,738,97,,,,
Duobam,10.36,152,39.57,67,166,,,
Ronstring,10.81,56,383,90,,,,
Flexidy,17.36,25,1328,,,,4,
Andalax,0.64,87,36,30,,80,,
Ventosanzap,11.8,128,15.79,125,,,,
Konklab,12.18,98,211,121,170,,160,214
Home Ing,2.72,45,1958,163,,,67,
Wrapsafe,6.12,114,21.1,,,,246,
Vagram,2.49,122,11.9,,,31,,
Matsoft,14.19,9,467,,86,,101,
Stronghold,19.07,156,34.98,106,,,,
Job,12.44,10,2225,,,,,
Voyatouch,17.66,131,31.82,49,58,,229,
Tempsoft,2.9,97,282,43,,,,
Sub-Ex,18.93,164,20.24,,,,,214
Solarbreeze,3.63,53,167,152,232,14,,214
Hatity,13.68,49,1300,,,,,
Kanlam,1.64,50,349,,129,,,
Ronstring,5.03,56,195,,,,204,
Vagram,12.93,168,32.22,26,152,,,
Redhold,3.04,33,3681,161,,,,
Mat Lam Tam,17.86,100,252,,,,,
Namfix,17.3,14,2641,,232,,,
Biodex,17.81,104,8.24,80,,,,
Sub-Ex,17.09,68,295,183,116,106,,
Subin,6.66,74,243,,186,51,,
Andalax,12.54,46,3237,,20,178,127,
Overhold,2.46,157,34.83,250,,26,,
Bigtax,0.6,72,15,,,166,175,
Cookley,11.15,95,170,,,,,
Sub-Ex,5.49,87,107,45,,236,,214
Otcom,16.97,16,1663,220,,59,3,
Greenlam,11.75,77,137,237,,,,214
Tresom,14.38,125,31.8,,,,,
Opela,12.89,18,1120,22,,,,
Greenlam,19.71,73,339,143,209,,,
Bitwolf,11.69,29,638,105,,,,
Keylex,17.03,33,1213,,,,,
Bytecard,12.61,157,17.87,,36,,,
Daltfresh,16.33,129,5.03,,,,,
Konklux,10.38,169,26.46,,,,17,
Quo Lux,15.03,71,120,118,40,,,
Wrapsafe,2.05,156,29.02,220,,,,
Konklab,0.82,150,19.15,,,127,,
Rank,1.71,165,15.01,,,230,,
Voyatouch,8.97,107,10.25,53,,115,,
Wrapsafe,5.93,35,2836,,66,,,
Wrapsafe,11.82,126,5.88,188,,105,,
Job,7.26,112,18.73,,,,,
Regrant,11.77,15,2777,125,42,,125,214
Zamit,0.58,129,12.74,186,,,167,
Konklux,7.0,146,29.77,,,,,
Zathin,0.18,154,10.73,23,,,,
Konklab,4.31,59,160,,,188,236,
Biodex,10.79,119,21.95,65,181,,,
It,18.86,7,867,9,,,,
Tresom,16.9,27,2390,,226,,,
Konklux,2.52,21,2085,,150,68,,
Regrant,5.0,77,255,,,,,214
Zamit,11.25,1,2019,,,,,
Regrant,19.63,140,17.45,,167,154,,
Veribet,16.59,52,171,40,,,,
Fintone,6.92,41,3554,,,,38,
Tin,10.54,83,224,,,,,
Cookley,14.05,160,39.8,14,,,,
Flowdesk,18.19,35,3391,,,,,214
Bitchip,3.17,127,36.79,,,246,1,
Otcom,17.9,168,15.69,154,,,,
Subin,18.17,23,1111,,,,,
Biodex,2.23,6,1481,,,66,,
Transcof,18.0,42,1880,226,,,,214
It,2.22,54,205,,,,102,
Rank,15.66,61,290,9,,,,
Transcof,16.42,137,17.83,,208,,5,
Cardguard,15.41,80,326,46,168,,,
Rank,16.42,98,6,,79,,,
Namfix,6.73,41,1794,,,,,
Asoka,12.41,66,96,,168,,,
Alpha,16.79,32,787,189,191,,,
Biodex,19.03,99,115,,235,174,,
Cardguard,5.66,167,39.19,,,176,,
Wrapsafe,1.64,156,10.72,,,,,
Fintone,17.13,113,15.48,,,105,,
Cardguard,16.84,22,2785,,209,,134,
Transcof,0.21,61,35,,245,,,
Matsoft,5.26,14,3869,237,,69,,
Zamit,12.36,106,34.1,192,,,238,
Rank,2.39,56,218,,250,,189,
Bitchip,5.81,20,2006,70,,,,
Voltsillam,0.8,115,37.07,184,,67,,
Sonsing,12.81,121,36.09,,56,,,
Temp,15.59,12,1548,,,,,
Regrant,6.98,31,2652,58,58,,,
Bigtax,5.9,14,2897,106,77,122,178,214
Andalax,6.49,161,36.07,77,,227,,
Latlux,3.89,169,28.74,,,,,
Veribet,6.48,118,36.18,71,,,140,
Solarbreeze,18.5,154,16.07,213,108,,,
Regrant,14.17,30,1902,,93,62,,
Kanlam,12.71,94,42,,,229,,
Otcom,14.65,16,1193,219,,38,,
Aerified,4.05,59,266,84,,,18,214
Tampflex,12.95,132,28.2,233,,,,
It,16.09,147,11.24,,78,,,
Quo Lux,19.75,105,30.21,,247,,,
Alphazap,5.11,5,1204,215,,,,
Alphazap,11.82,108,16.47,28,4,12,,
Pannier,0.53,42,3272,,,,,
Opela,4.44,54,23,68,105,,,
Tempsoft,8.87,145,10.94,243,225,,,
Tin,6.71,50,70,66,,,,
Namfix,2.81,38,774,,26,222,221,
Hatity,9.07,165,15.98,,170,,,
Greenlam,9.24,136,15.58,6,,152,,
Sonair,12.47,54,160,,54,,,
Konklab,11.03,142,32.96,165,167,,,
Konklab,3.58,169,25.71,236,,46,125,
Voyatouch,19.96,71,95,,193,,,
Bitwolf,12.86,131,13.64,,,,,
Voyatouch,17.51,9,3797,235,,,182,
Voltsillam,15.69,133,14.74,40,194,72,,
Bigtax,15.84,54,223,,,46,,
Zamit,5.6,33,3381,,,,,214
Aerified,6.48,59,170,97,,223,,
Temp,8.01,129,10.76,71,,,,
Bytecard,17.48,115,3.81,212,,,,
Opela,2.65,109,12.88,,,,12,214
Opela,2.13,76,151,106,35,,,
Span,16.87,145,28.9,170,171,,,
Rank,18.72,31,3615,115,,,184,214
Aerified,10.55,27,2315,105,,,,
Sonair,13.87,142,3.36,,,,,214
Solarbreeze,4.72,160,17.28,,,,,
Gembucket,16.44,113,6.03,242,,,,
Gembucket,5.12,138,7.28,,,,,
Cookley,12.91,144,13.69,166,152,,,214
Latlux,2.1,112,33.12,,,,19,
Tres-Zap,15.61,71,263,82,234,,20,
Solarbreeze,8.17,157,30.9,,,,,
Sonsing,19.7,151,34.75,97,245,,,
Voltsillam,3.04,31,1467,124,229,,,
Sonsing,4.85,46,2818,,66,,,
Quo Lux,2.41,76,144,77,31,,,
Duobam,11.53,117,33.03,168,71,45,,
Stringtough,4.77,169,20.31,178,,118,,
Ronstring,7.8,153,0.94,219,,216,,
Duobam,10.9,63,305,115,,,,
Fix San,18.47,91,226,,,,,
Solarbreeze,6.47,70,210,,75,164,,
Greenlam,4.82,95,26,172,,,,
Greenlam,17.58,158,36.11,103,145,,,214
Temp,14.86,40,3717,27,,,,
Bamity,15.62,156,10.76,133,21,,,
Zathin,6.07,9,1808,,10,188,,
Alphazap,7.17,125,30.92,,198,88,,
Regrant,19.46,77,25,216,244,,,
Domainer,8.8,138,7.85,47,,144,218,
Biodex,5.96,89,21,,,,124,
Flexidy,13.23,125,3.63,,,,,
Veribet,8.07,43,1976,,103,,,
Quo Lux,11.27,139,5.06,,157,,,
Bitchip,7.37,12,1868,143,,,,214
Voyatouch,2.93,29,718,,,,117,
Span,17.86,162,36.57,244,,,,
Solarbreeze,1.96,22,2750,226,,85,95,
Flexidy,15.85,153,15.82,,,100,,
Greenlam,3.53,127,36.9,89,36,,,
Bytecard,4.73,128,9.59,,10,,,214
Flexidy,16.58,67,323,,243,91,,214
Quo Lux,12.95,110,15.28,213,,,,214
Tin,17.65,29,1338,,,,222,214
Biodex,15.51,72,141,224,,246,,
Quo Lux,1.38,35,1813,160,,,,
Zamit,2.03,9,521,135,,42,,
Temp,13.54,162,3.88,130,,,232,
Tempsoft,5.34,146,1.7,,33,,,
Ronstring,3.42,7,1326,,,137,235,
Mat Lam Tam,13.64,26,3526,,,,,
Duobam,9.27,164,25.25,60,,227,,
Zaam-Dox,19.14,4,2847,,,,,214
Andalax,16.03,72,51,,207,135,15,
Fix San,5.25,130,35.88,,59,,,
Job,8.74,95,92,,,89,,
Transcof,8.0,54,60,,,,77,
Zoolab,8.9,88,249,39,,,,
Konklab,10.9,43,3043,125,140,117,,
Viva,18.74,161,8.65,,,,,
Asoka,11.21,110,28.85,105,20,25,,
Cardguard,17.33,131,28.76,,62,,,
Alphazap,14.56,100,45,,,118,,
Flexidy,3.3,94,255,,,,,214
Viva,13.01,154,4.88,151,69,31,,
Y-find,7.63,72,257,,,,,214
Ronstring,4.6,7,472,186,,,,
Konklab,15.16,100,227,,170,,,
Stronghold,14.71,6,3314,,94,81,226,
Zoolab,0.29,101,15.31,,243,,,
Sonsing,16.16,105,10.5,188,,,,
Asoka,19.73,27,3119,2,,,,
Job,19.14,44,1835,,188,81,,
Regrant,18.58,93,327,219,118,,,
Subin,7.47,19,3100,,79,,,
Flexidy,1.85,163,24.27,68,134,,,
Vagram,7.33,141,23.74,,,,,
Tres-Zap,6.93,74,161,128,,,87,
Holdlamis,9.13,138,39.35,192,,,,
Veribet,12.65,79,315,115,232,,,
Biodex,1.46,97,232,211,,149,,
Cookley,16.49,88,136,,,,,
Latlux,13.86,109,5.85,,,,,
Quo Lux,5.61,78,365,,83,,,
Alpha,0.67,63,323,,204,,,
Tres-Zap,8.51,13,1048,,,,62,
Cardguard,7.8,12,3239,,,,,
Latlux,15.89,50,161,182,165,,,
Home Ing,10.12,102,36.44,227,162,,,
Stringtough,0.96,70,369,24,,33,,
Subin,8.13,35,3770,,,,,
Aerified,9.77,130,38.46,,,,,
Asoka,15.7,81,125,136,,209,212,
Rank,1.35,106,11.94,,,,,
Wrapsafe,2.67,130,4.48,95,,,,
Subin,1.72,51,71,,,,,
Cookley,0.71,22,3777,,183,66,,
Tampflex,15.74,96,235,,,229,,
Matsoft,8.08,157,8.37,,88,,,
Trippledex,0.65,124,24.05,205,,22,,
Bamity,9.79,160,34.22,,103,75,,
Stringtough,12.6,144,37.26,100,78,,,214
Domainer,7.37,10,3186,,,,,
Andalax,17.23,107,3.86,,,,,
Sub-Ex,0.73,84,327,,183,125,130,
Regrant,9.9,110,12.6,,,,,
Redhold,10.54,44,2978,242,,69,,
Andalax,18.59,155,8.71,,56,,,
Lotstring,15.1,99,45,15,,129,,
Kanlam,1.54,141,16.33,,79,,,
Job,7.53,56,334,,,227,3,
Cardify,17.76,71,195,,35,186,,
Aerified,15.12,108,1.36,,66,138,,
Home Ing,13.49,77,97,172,,,,
Temp,15.49,57,236,,,,,
Otcom,13.28,67,314,,,,,
Temp,5.4,124,21.6,,,,118,
Otcom,5.14,138,11.66,45,186,131,151,
Greenlam,11.14,60,210,,,,213,
Hatity,7.08,106,32.91,,,,,
Konklux,12.42,10,2183,,233,240,,
Ventosanzap,9.49,155,32.43,115,,68,100,
Bitwolf,16.83,163,12.92,153,,,,
Fixflex,4.96,48,2133,222,147,,,
Kanlam,5.7,119,14.84,215,,,,
Bitchip,0.98,128,16.93,,112,,,
Fix San,14.51,18,3319,68,,,,214
Otcom,9.0,70,201,,,,,
Voltsillam,6.89,143,9.65,82,109,,,
Bytecard,4.31,51,262,42,54,,,
Stringtough,2.71,158,6.54,,,,,
Stim,16.95,124,10.92,,,,,
Bamity,6.97,102,24.88,247,206,,,214
Fintone,1.94,64,311,24,,29,71,
Alpha,4.34,129,5.87,102,77,,,
Flexidy,2.12,140,16.79,,236,,,
Sonsing,13.6,67,20,,,208,,214
Flexidy,0.16,101,14.43,236,,113,197,
Bamity,13.31,67,181,43,,,,
Bytecard,16.12,25,774,,12,,,
Solarbreeze,19.87,168,27.87,67,,,,
Sonair,14.78,18,529,,,,,
Alpha,10.81,19,966,,248,,,
Latlux,19.81,73,168,,,153,,
Ronstring,0.88,10,554,,83,,107,
Daltfresh,1.75,76,344,65,105,,,
Sonsing,2.95,119,2.59,65,,,,
Treeflex,15.15,116,9.1,211,,,158,
Y-Solowarm,1.4,117,24.06,156,114,,,
Quo Lux,1.23,15,1298,178,,55,15,
Holdlamis,16.11,84,161,,188,244,,
Gembucket,15.46,154,6.63,,,,,
Wrapsafe,1.9,25,2136,164,,128,,
Voyatouch,4.34,77,61,31,,138,,214
Kanlam,17.23,106,3.97,154,130,,,
Prodder,11.34,62,109,,83,,,
Home Ing,6.19,59,172,41,,,,
Sonair,9.63,72,398,,115,,,
Zamit,13.61,48,1709,,,206,,214
Daltfresh,1.52,90,151,,,240,,
Daltfresh,10.2,148,26.29,,,,,
Alphazap,11.67,68,224,205,,,,
Greenlam,15.28,153,17.91,,57,,194,
Cardguard,8.32,15,2346,113,139,134,25,
Fix San,13.59,120,15.63,,246,,,214
Quo Lux,4.9,151,2.8,,45,,,
Namfix,9.3,146,20.24,,,,,
Tres-Zap,9.51,111,14.09,,,58,,
Job,7.18,100,95,,167,145,,
Fix San,14.88,44,1478,50,,,,
Lotstring,1.96,10,3134,16,,,192,
Mat Lam Tam,9.61,62,232,,,,,
Y-Solowarm,1.55,36,2124,,,,,
Zontrax,17.55,152,2.69,68,,71,,
Quo Lux,14.78,135,26.72,,,,,
Zamit,6.34,31,1585,168,167,,,214
Cookley,3.73,148,18.05,205,132,16,,214
Zathin,0.1,77,395,,114,154,,
Voltsillam,11.96,101,33.82,,105,,,
Lotlux,0.36,73,274,,,183,,
Domainer,15.97,117,3.91,,9,,,
Namfix,1.11,16,2667,134,,,,
Pannier,4.77,121,3.1,,163,,,
Span,7.91,89,111,,,203,,
Cookley,13.27,167,32.57,33,,,225,
Voltsillam,18.5,55,178,147,13,223,164,
Asoka,18.21,68,31,215,,8,,214
Cardify,12.47,146,22.97,,,,,
Konklux,4.69,3,3933,215,,,,
Y-find,2.46,85,307,37,,,,
Voyatouch,8.64,2,847,32,54,,,
Zaam-Dox,16.43,138,9.03,,5,,,
It,9.3,31,1726,,,,,
Tempsoft,2.17,129,27.07,,,,,
Overhold,3.43,135,22.03,,,,119,
Zamit,10.15,15,3141,,,,123,
Fix San,0.39,147,27.42,,,,,
Transcof,5.87,22,1107,48,,,,
Mat Lam Tam,17.19,89,224,150,,,,
Wrapsafe,5.12,21,792,,68,,,
Ronstring,0.51,40,2778,50,,,,214
Cardify,8.66,87,123,220,71,100,,214
Sonair,17.07,150,18.13,,201,164,,
Holdlamis,5.88,41,1167,49,,227,192,
Ventosanzap,12.53,75,186,,139,,,
Bigtax,16.03,84,203,,,58,,
Andalax,10.71,77,285,156,,,,
Konklux,16.13,73,235,,,238,225,
Bitchip,9.71,43,2543,,,,,
Bytecard,14.99,40,423,12,,,,
Domainer,10.18,43,3791,,,,,
Konklux,0.27,166,37.87,,,,,
Trippledex,4.99,140,27.63,123,,,,
Latlux,11.78,12,3908,,,,,
Home Ing,12.35,45,3172,,,,164,
Y-Solowarm,17.07,169,38.77,,,97,,
Zoolab,9.66,43,3587,,215,,34,
Temp,19.71,77,116,,171,,,
Gembucket,7.19,32,2484,212,,,,
Sonair,1.93,53,181,,,,,
Fix San,7.39,131,20.61,,238,,,
Konklab,11.84,79,1,,,103,,
Job,18.21,8,1517,,,206,73,
Sub-Ex,8.38,44,2076,,189,,159,
Asoka,9.7,85,323,205,49,,,
Zamit,6.88,44,3266,220,,,,
Quo Lux,3.27,116,15.61,,32,,,214
Y-Solowarm,3.78,147,9.55,,,161,,
Zathin,12.39,11,2719,249,,,,
Tresom,12.89,7,433,,,,,
Alphazap,8.93,149,18.09,,15,,132,
Y-find,10.84,1,1569,111,49,111,,
Tempsoft,10.32,58,70,,,,,
Zontrax,2.55,85,304,,,,155,
Y-Solowarm,1.56,14,2855,83,,,,
Latlux,15.34,39,3660,,131,,,
Voyatouch,6.04,62,391,35,,103,,
Bytecard,11.45,65,359,184,,,62,
Sonsing,2.13,98,322,,,,,
Span,4.67,94,381,105,71,,,
Viva,7.28,44,1863,,,,128,
Fixflex,9.21,135,29.92,,87,,,
Pannier,17.36,141,29.93,227,145,73,,
Aerified,16.02,111,13.96,46,,,,
Zathin,15.53,91,366,,11,,,
Alpha,13.74,110,17.85,,85,67,236,
Span,13.59,162,17.78,,,,,
Stronghold,3.71,122,33.89,,,,,
Tres-Zap,13.32,63,55,157,,,,
Namfix,1.87,143,38.67,207,33,,,
Trippledex,15.65,89,288,,,,,
Domainer,6.23,68,69,216,27,,,
Bytecard,17.6,105,20.22,,,,,214
Bamity,18.57,47,3775,64,,47,,
Tin,16.72,122,32.16,,192,,,214
Keylex,7.28,145,37.59,,116,,,
Treeflex,7.6,123,22.24,48,124,,61,
Zaam-Dox,6.83,93,176,,,,,
Zathin,3.94,13,546,139,115,,98,
Daltfresh,14.88,47,1324,,160,,,
Flexidy,1.97,29,1538,242,18,22,,
Mat Lam Tam,10.91,90,116,,229,56,,
Transcof,7.94,85,359,,243,,,
Zontrax,12.72,149,8.77,11,32,123,,
Sonsing,13.32,69,144,188,,,,
Fixflex,6.52,124,21.25,226,,,,
Ventosanzap,1.66,129,10.62,,,185,26,
Cookley,19.07,55,119,,153,,,
Tempsoft,12.74,39,962,208,131,,46,
Cardguard,14.2,49,738,190,,,,
Zaam-Dox,14.37,9,1321,,,195,,
Bytecard,14.69,9,2160,,,116,,214
Alpha,16.76,140,18.48,,,,,214
