starting_year,retirement_year,airlineID,rent_airlineID
2021,2062,12544,
2017,2038,19954,
1969,1972,7772,3320
1993,2028,18868,
2014,2025,16264,
1991,2025,10182,1355
2012,2016,5958,3320
1991,1997,15290,
2021,2049,8167,
1994,2014,6974,
1976,1999,3440,90
2016,2060,15640,
2008,2037,15957,
1961,1975,16646,
2020,2037,1627,
2006,2022,21545,
1974,1991,19956,
1995,2025,13892,
1966,1972,21213,
2002,2004,2792,
1973,1983,10012,
1964,1969,12987,
1998,2012,19778,
1956,1969,6997,
1974,2023,7798,
1971,2021,4643,
1976,2002,2070,
1997,2038,904,
1979,2011,5735,
1957,1974,10706,
1981,1982,1262,
2019,2048,17950,
1999,2015,8134,
1987,2012,10477,
2021,2068,729,
2013,2036,20531,
1993,2039,10560,24
2020,2030,20106,
1992,2015,9510,
2000,2010,15347,3320
1995,2043,9005,
2013,2025,6110,
2012,2044,9902,
2014,2041,1381,
1978,2021,6972,
1959,1965,19697,
1999,2016,7943,
1975,2005,17649,
1963,2010,11946,
1987,1992,9056,
2016,2038,21449,
1982,2011,6751,
1973,1989,1653,2183
1967,1999,13733,
1989,2026,20427,
1960,1962,1375,
1996,2004,14489,
1987,1996,17963,
2005,2035,20267,
1992,2025,11037,1797
1995,2044,4269,
1954,1997,16945,
1958,1995,4094,
1956,1983,21349,
1980,2004,13178,
1984,2002,9239,
1974,2018,9197,
1954,1980,19766,2822
1953,2000,7092,24
1954,1981,8948,
1954,1966,7795,
2017,2035,12683,
2008,2018,15969,
1952,1982,4018,
1994,2004,17258,
2013,2035,11004,
1951,1998,20363,
1971,1986,12853,
2009,2053,7165,
1973,1977,14591,
1987,2029,6262,
1952,1963,9247,
1959,1993,297,
1979,2008,5143,
1964,2008,13369,2822
1972,1985,20403,
1951,1957,16995,
1991,2031,6729,
1967,1985,13159,
1956,1960,21132,
1961,1978,18353,
1995,2022,7100,
2007,2015,11291,
2015,2020,11479,
2006,2035,11911,
1963,1990,4215,
1964,1967,8033,
1962,1968,18490,
1956,1976,12173,
1959,1970,17894,2009
1991,2023,5152,
1978,1992,5102,
2006,2021,17825,
2010,2022,21691,
1964,1990,5660,
1957,1964,17529,
2018,2039,21082,
1971,2001,20680,
1976,1977,5771,
1984,1992,18121,
2021,2059,14447,
1964,1988,9324,
2012,2018,5002,
2008,2058,8164,
1998,2030,18456,
1998,2038,1456,
1959,1961,5441,
1972,1992,10448,2822
1983,2006,13923,
1973,1979,8815,
2007,2056,2446,
1986,2000,20147,
1993,2019,6210,
1969,1993,18346,
2008,2017,16112,
1950,1973,10937,
1981,2031,19215,2822
2000,2039,18848,
1998,2041,17344,
1958,1986,16668,324
1981,2019,5826,
1963,1989,7073,
1959,1962,1397,24
1978,2018,16899,
1959,1974,18431,
1956,1958,6129,
1967,1998,14975,
1956,2005,1053,
1987,2033,14699,
1988,2027,11790,
2001,2038,21056,
2018,2043,1894,
1976,2018,5099,
1950,1983,11065,
1960,1995,1353,
1988,2019,3712,
1997,2005,6693,
1958,1971,1986,
1987,2029,20374,
2009,2017,21458,
2004,2036,20002,
2021,2025,21036,
1992,2036,21789,
1965,1979,376,
1990,2022,5472,
1998,1999,9744,
2018,2047,19557,
2016,2060,18322,
2020,2066,5123,
2009,2045,1929,
1987,2034,11991,
1981,1985,17779,
1975,2016,11445,
1954,1980,3814,
1965,1969,1199,1797
1987,2036,5938,
1977,1990,2698,
1990,1993,19981,
2009,2045,10338,
1996,2033,17445,
1984,2002,3214,
1998,2008,5799,
1996,2009,14562,
2009,2040,15985,
2021,2047,19988,
1984,2001,15437,
2011,2014,17321,
1994,2034,17181,
1961,1990,14601,2822
1961,1994,13001,
1969,1971,6437,3320
2012,2028,21779,
1979,2018,1021,
2001,2034,9378,
1954,1976,18690,
2014,2021,15143,
1987,2025,18257,4296
1952,1983,2573,
1975,1997,12342,
1977,2002,16055,
1998,2024,14508,
2021,2040,5349,
1955,1981,18624,
1970,1973,14602,
2000,2037,20133,
1997,2018,21326,
2006,2039,9055,
1956,1976,18883,
1965,2008,21281,
1995,2036,14668,
2010,2037,13123,
1997,2046,19302,
1952,1960,807,
2018,2066,4343,
2001,2033,16934,
2020,2046,1005,
1952,1995,5601,
1961,1989,4932,
1981,1984,13905,
2012,2044,8773,
2019,2044,6536,
1954,1964,18487,
2016,2040,4959,
2000,2038,7880,
1988,2038,6051,
1982,2014,21218,
2015,2030,18463,
2007,2011,21225,
1972,2013,21604,
1967,1970,20982,
1956,1976,1480,
1979,2008,18052,
2020,2059,4751,
2019,2028,5255,
2017,2062,4192,
1989,2031,5363,
1990,2037,10505,
2003,2006,3992,
1974,1980,20319,
2009,2045,9381,
1999,2031,12084,
2007,2044,18458,
1972,1981,14802,
2016,2030,20112,
1950,1954,891,
1980,2015,5323,
2012,2043,841,
1993,2025,5000,
1987,2019,17147,
1992,2033,10946,1797
1953,1994,5105,24
2004,2052,3248,
2011,2057,11383,
1959,1995,16740,
1966,1993,19500,
2020,2038,19746,
2003,2007,16459,
1984,2003,13764,
1963,2011,4751,
2018,2049,2699,
1970,1984,19880,
2012,2052,20812,
1992,2023,8167,
1982,2024,9668,
2008,2030,14775,
1950,1951,13766,
1970,1981,13901,
1985,2006,4753,
1994,2041,17788,
1997,2031,8535,5209
2000,2042,4920,
2015,2023,17657,
1994,2031,3295,
2001,2025,17424,
1976,2023,18047,
1993,2026,3545,
2019,2068,4238,
2009,2034,16449,
2006,2020,11299,
1969,2007,4909,
1973,2000,17631,
1952,1967,2290,
1960,1980,17070,
1981,2015,17246,
2003,2043,14552,
2010,2055,15150,
1952,1973,12039,
1972,2009,19655,
1991,2025,11784,
1999,2020,15136,
1989,1991,8029,
1976,2008,20373,
1995,2010,3278,
1980,2001,3255,
2017,2026,19609,
1978,1997,3814,1797
2012,2028,14794,
1992,2001,8030,
1988,2033,6726,
2012,2035,2960,
1977,2002,707,24
1979,2008,14777,
1959,1965,12224,
1957,1960,9947,
2006,2045,9115,
1998,2008,4561,
1998,2039,8443,
1996,2019,19711,
2015,2056,6413,
1970,2015,7834,
1965,1974,3641,
1968,1970,20211,
1990,2027,10205,
1965,2015,6929,
1968,1984,13918,
1960,1997,3433,
1968,1980,539,
1962,2000,17359,3090
1983,2026,3074,
1964,1983,9632,
1981,1994,9302,
2021,2026,3267,
1983,2027,5105,
1994,2020,5117,
1961,1977,9531,
1977,2018,21597,1355
1954,1955,5578,
1970,2002,11592,
1985,2024,8935,
1990,2010,9282,
1982,1991,20031,
1983,2026,12108,
1964,1986,5518,
2016,2042,9063,3090
1971,2002,12585,
1994,2032,10434,
2007,2010,7555,
1963,1994,7158,
1951,1991,4336,
1979,1997,9658,
1995,2039,16582,24
1971,1987,18981,
2002,2003,5562,24
2002,2041,3156,
2002,2009,19513,
2013,2022,9789,
1968,2003,15108,
2012,2031,8720,
2016,2017,19330,
1997,2007,10727,
2018,2064,16312,
1966,1973,5224,3320
2005,2055,9562,
2006,2008,6480,
2020,2032,6606,
2006,2039,21278,1797
1984,2010,13136,
1951,1956,3239,
1959,1990,3937,24
2018,2064,5698,
1994,2026,20350,
2016,2054,13734,
1957,1970,7753,
1999,2049,7022,
1979,2004,6530,
1973,2003,11994,
2014,2029,21462,
1989,2039,18105,
1953,1984,12096,
2021,2066,12698,
2005,2028,11117,
1990,2021,13405,
1977,2010,7610,
1990,2005,12482,
1981,1988,17589,
1974,2011,17213,
1996,2017,11583,324
1978,1984,7250,
1996,2040,3928,
2021,2064,7105,
1981,1987,11762,
1988,2008,17518,
1984,2030,10735,
2009,2049,19105,
1996,2018,9795,
1986,2035,3142,
2021,2028,8138,2822
1958,1983,3182,
2000,2019,11180,
1974,1997,7233,
1975,1993,10735,
1993,2022,1357,3320
1990,1994,20694,
1957,1975,19430,2822
2001,2003,14006,
2003,2006,10495,
1970,2007,3762,
2012,2021,5777,
1989,2011,15962,
1990,1999,9784,90
1952,1986,9100,
1960,1975,18667,
1959,1975,883,
2008,2029,7694,
1985,2011,15366,
1983,2004,10586,
1992,2038,9625,
2003,2017,8258,
1958,1987,18735,
1964,1982,15299,
1990,2008,10107,
1985,1991,8788,
1988,2002,10645,1797
2019,2057,18628,324
2008,2011,12208,
1966,1998,15077,3320
1995,2037,6407,
1976,1992,3196,
1984,2019,7364,
1963,1985,13885,
2004,2012,6781,
1954,1964,9884,
1975,1994,6302,
2019,2064,12952,
1957,2000,14354,
2014,2054,6689,
1960,1976,10121,
1951,1973,6720,
1960,1999,19749,
1989,1998,7259,
1963,2010,1403,
2003,2023,10994,
1978,2016,7643,
2017,2063,15128,
1978,1995,9532,
2005,2055,534,
2010,2057,8848,
2006,2008,8706,
1982,2002,12502,
1963,1997,19069,
2001,2013,21530,
1971,1997,13968,
1987,2028,13745,
1965,1984,14760,
2006,2032,1554,
1953,1991,21046,
1993,2031,21672,
1958,2002,11777,
1982,2018,8879,
2020,2060,3693,
1998,2020,11514,
1997,2041,9244,
1961,1990,2544,
1965,1971,8639,3090
2003,2016,9245,
1990,2029,6510,
1966,1988,14696,
2004,2033,7966,
1981,2011,7219,2009
2011,2047,10376,
2015,2029,14831,
1955,1974,19797,
1968,1981,13828,
2002,2040,14542,
2012,2029,1078,
1983,2005,9341,
1968,2002,15847,1797
1998,2004,8278,
1989,1992,4101,
1980,2025,6659,
1989,2033,11694,
1968,1992,6052,
1985,2034,15335,
1951,1966,11469,
1968,1989,4130,
1960,1971,15299,
1976,2013,3299,
2018,2024,11432,90
1953,1966,7500,
2009,2044,5762,
1998,2007,14430,
1977,2017,2865,
2015,2033,19212,
1987,2000,7037,
1955,1976,10874,
2021,2066,4669,
2020,2039,3283,
2020,2044,8930,
2008,2050,20332,
1996,2044,19037,
1971,2004,18866,
2009,2050,11506,
1952,1980,14271,
1963,1993,21479,
1978,1982,17340,
2008,2027,8963,
1981,2022,12843,3320
1985,1994,4280,
1953,1980,10530,
1975,1996,20214,5209
2018,2054,11094,
1975,2007,13606,
1997,2046,16938,
1998,2032,2158,
1966,1981,7904,
1996,2029,20385,
1956,1966,5499,
1992,2038,4346,
1999,2039,5016,24
1950,1995,8917,
1961,1987,20613,
2002,2052,17059,
2017,2051,14447,
2021,2060,5527,
1987,2011,9375,
1980,2005,12239,
2000,2047,479,
1955,1991,3013,
2003,2021,16670,
1954,1969,5720,
1996,1999,4427,
2009,2017,9453,
1953,2002,16490,
2017,2027,20833,
1988,2021,11304,
1957,1970,10987,24
1953,1996,9162,5209
1977,1993,15797,
2010,2018,20821,
1987,2035,13249,
1993,2000,19699,
1957,1987,10182,
1985,2015,2010,24
1964,1968,9804,90
1956,1994,20532,
1999,2034,1888,
1992,2019,18726,
1976,2013,19831,
2001,2022,21484,
1969,1991,19009,
1952,1975,17760,
1999,2007,1539,
1967,1968,10187,324
1974,2008,17117,
2001,2043,13681,
1975,2008,6734,
1958,1968,13544,
1969,1973,16280,324
2016,2020,7797,24
2019,2046,19759,
2015,2058,12454,
2005,2049,9080,
2019,2034,9056,
1975,1995,10152,
2009,2042,14679,
1969,2015,15799,
1973,2008,14554,
1972,2001,20965,
1974,1984,15516,
1991,2035,14459,24
2001,2021,7089,
1981,1996,5446,
1952,1971,8742,
2004,2009,11479,
1976,2000,2009,
1966,2012,18133,
1956,1980,20050,
1959,1996,7409,
2019,2024,19160,1797
1993,2000,17632,
2001,2005,13447,
1957,1958,20747,
1985,2020,19721,
1995,2017,17642,
2003,2036,13186,2183
1970,2010,6405,
1993,2018,14785,
2011,2031,1165,
2017,2039,20526,
2000,2036,16656,2009
2003,2036,733,
1969,2000,6108,
1961,1966,14499,
2007,2024,14838,
1951,1979,1388,
1992,2008,9588,
2005,2022,18780,
1977,1990,15933,
2004,2025,19883,
1988,1998,16588,
1957,2004,18112,
1958,1972,20585,
2008,2019,19562,
2016,2025,8904,
1991,2029,19535,
2011,2057,7798,
1967,2002,19028,1355
1999,2030,17040,
1961,2010,15633,
1958,2001,9046,
1994,2037,7201,
1982,2026,3686,
1957,1980,1873,
2000,2019,12053,
1993,2008,1311,
2010,2038,10180,2183
1992,2014,18287,
1997,2044,7180,
2013,2060,4988,1797
2007,2018,20696,
2012,2041,20676,
2006,2020,14609,
2006,2042,20160,
2008,2021,16774,
1976,2026,5674,
2007,2033,11814,
1988,2022,3809,
1974,1993,8505,
1953,2003,6961,
2019,2023,17230,
1982,1988,2099,
2002,2006,17224,
1980,1984,20824,
1967,1988,9640,
2013,2057,18947,
2020,2048,19663,
1971,2016,259,
2011,2013,352,
2016,2054,14828,
1959,1992,5584,
1965,2000,13325,
1968,1982,2893,
1985,2033,5101,
1976,2007,11822,
1970,1981,13702,
1972,1973,19994,
1995,2027,14057,
1989,2028,17319,
2004,2007,6884,
1967,1986,1927,
1956,1968,1976,
1985,1995,888,1797
1968,2008,12417,
2015,2065,21021,
1980,1993,1618,
1987,2037,7583,3090
2000,2041,6312,
1976,1990,8976,
2007,2036,3561,
1982,2017,2592,
1971,2017,10980,
1953,1987,853,1797
1983,1987,16473,
1983,2013,16546,
2015,2031,10564,
1986,2016,1704,
1990,2008,6373,
1976,1982,18268,
2005,2023,13606,
1995,2043,15959,
1989,2033,13305,
2011,2037,14454,
2000,2047,4115,
1961,1969,1020,
1975,1992,327,
1951,1979,243,3320
2012,2062,17095,
2007,2031,12633,
1984,2001,17631,5209
1967,1973,17940,
2012,2045,15509,
2003,2040,13223,
2019,2021,20861,
1974,2023,14374,
1975,1976,12010,
1951,1999,15760,1797
2017,2031,21799,
1955,1977,881,5209
2012,2042,984,
1989,2009,8290,
2006,2015,8098,
2013,2057,2588,
2009,2038,6829,
1977,1999,2327,
2016,2053,15532,
1975,1987,2042,
1982,1996,6227,
1984,2017,21008,
2015,2045,20346,
1955,1979,6760,
1954,2001,21417,
1981,1990,5688,
2003,2005,16994,3090
2000,2021,8375,
1953,1991,16604,
1991,2032,21657,
1950,1992,7901,
1967,1972,15840,5352
2005,2036,12296,3320
1997,2010,17142,
1952,1969,10190,
1971,1987,3718,
2016,2054,13480,
1999,2017,986,
1964,1977,20162,
2013,2027,11831,
1987,2019,8934,
1950,1957,10525,
1963,1978,9588,
2006,2051,12817,
1955,1994,4043,
1970,1997,14744,
2010,2055,12816,
1985,2024,3858,5209
1995,2007,7159,4296
1981,1987,17182,
1990,1991,2194,
1952,1998,15017,
2004,2036,2820,
1954,1969,6565,5352
1987,2031,1927,
1955,1989,10424,
1955,1963,16718,
1977,2011,6112,
1974,2020,9393,
1972,2018,5760,
1954,1976,15237,
1958,1994,18648,
2019,2020,20742,
2004,2039,3049,
1968,1973,9685,3090
2013,2019,10157,
2005,2019,10596,
1988,2002,5873,
1981,2009,14954,
2020,2042,5739,
2010,2049,15208,
1993,2005,6147,2822
2007,2018,15600,
1988,2019,2620,
1958,1987,17922,
1969,2011,12002,
1954,1980,14069,
2008,2042,2626,
2012,2016,15995,
1973,2011,5812,
1999,2038,19478,
2011,2039,7449,
1997,2022,368,
1999,2003,847,
1982,2007,11392,
2011,2037,16855,
1978,2004,9944,
1986,2035,2481,24
1959,1962,6176,
1955,1967,17080,
1982,2013,12010,
1979,2002,10136,
2012,2048,12725,
1968,1990,9092,
1961,1996,17082,
2019,2036,1613,
1980,2021,14870,
1972,1983,9432,
1966,1975,14367,
1985,2002,5284,
1952,1976,7264,
1991,2010,13642,
1978,2014,20377,
1954,1974,18115,
1984,2015,15646,
1955,1975,11941,
1985,2013,19298,
1951,1955,21606,
1992,1993,20921,
1980,2009,107,
2011,2043,4833,
1979,2000,962,
1980,1999,9015,
1968,1980,21523,
2020,2053,9411,2009
1979,2026,3692,
2016,2059,13337,
1953,1997,20667,
1957,1971,21768,
1955,2000,6942,
1989,2023,17615,
2007,2034,20483,
1977,2006,17454,
1997,2011,2514,
1993,2001,18216,
1956,1967,11210,
2002,2005,8898,2009
1983,2011,9601,
2016,2035,17345,
1985,1995,19911,
1950,1963,2340,
2008,2050,2958,
2010,2037,18375,4296
1978,2000,15623,
2007,2041,12625,
1978,2000,17071,
1975,2005,18762,
1982,2002,6110,2822
1986,1993,9792,5352
1986,1996,7814,
1951,1957,3024,
2015,2018,16585,
1958,2008,10663,
1950,1967,4196,2009
1986,2002,10200,
2009,2033,14403,
1992,2019,21183,
1999,2045,12249,
2010,2012,18425,
2010,2051,3947,
1965,2015,15943,
1965,2001,16064,
1977,1998,16195,2183
1950,1971,3650,
1973,1976,9693,
2012,2018,17452,
2016,2038,6859,
2014,2031,17127,
1968,1989,12400,
1985,2032,16374,
2007,2043,17315,
1996,2017,6004,
1982,2020,1660,
1977,1995,1926,
2000,2025,21322,
1987,2008,15572,
1975,1977,8155,
1957,1977,17615,24
1980,1986,14217,2822
1976,1989,4337,
1967,1969,5134,4296
1957,1994,18325,
2012,2016,19493,
2000,2016,11537,
1982,2006,3047,
1966,1984,3362,
2009,2039,6545,
1951,1979,6203,
1970,1991,5699,
2012,2014,14135,
1957,1960,12770,
1962,1963,19277,2822
1995,2017,9406,
1987,2011,556,
1983,2010,20910,
1981,1984,21527,
2017,2058,21107,
1957,2002,8603,
1987,2033,12908,
1986,2028,158,90
1990,2038,13629,
1997,2001,16395,
1969,1996,10819,
1980,2019,8687,
1971,1978,19021,
2017,2021,8352,
1985,2013,3007,2822
1965,2006,759,
1979,2023,12595,
1961,1993,18955,
2012,2020,6482,
1973,1988,6566,
1975,1990,19661,
2015,2048,19378,
2004,2028,11002,1797
2021,2037,16335,
2010,2054,19896,
1966,1967,20478,
2018,2065,21708,
1974,1979,945,
1958,2008,5615,
1977,2018,18894,
1985,2032,9664,90
2013,2048,928,
1992,2030,1047,
1988,2023,6713,
2008,2055,17902,
1968,1993,10540,
1974,1998,9212,
1998,2022,195,
2006,2042,8829,
1992,2010,18443,
1973,1975,20117,
1950,1976,9751,
2011,2049,17640,
1975,1992,19651,
1979,2029,901,
1961,1970,11894,
1987,1998,8006,3320
1997,2033,3056,24
1999,2013,9653,2822
1995,2002,8313,
2020,2041,8274,
1987,2025,18061,
2007,2008,9005,
1990,1993,3157,
1982,2003,3510,2183
1973,2022,17261,
2017,2061,3556,5352
1956,1997,7801,
2003,2051,10596,
1994,2010,4665,
2007,2054,9246,
1976,1986,10463,
1967,1988,10841,
1985,2011,3360,
1967,1973,17061,
1956,2002,4311,2822
1957,1960,15481,
1993,2008,12526,
1959,2003,4461,
1965,1976,4045,
1966,2004,5508,
1983,2003,10736,
2021,2050,5463,
1983,2021,18570,
1991,2009,6966,
2000,2001,20543,
1987,2015,7247,
2017,2056,4597,
1997,2012,18926,5352
2011,2029,1385,
2018,2057,11431,
1968,2000,2256,
1961,1997,15030,2009
1985,2031,7485,
2005,2054,100,
2021,2053,1660,
1971,1972,21095,
1960,2008,11490,
1970,2007,16020,
1988,2032,2533,324
1952,1966,6809,
1983,2026,5702,
2013,2059,14921,
2011,2033,7131,
2016,2025,2966,
1990,2036,20777,
1986,1990,8709,
1991,2037,11281,
1974,1981,18691,
2015,2063,18361,
1974,1992,6357,
1999,2038,13059,
1957,1977,9682,
1968,1985,4514,
2003,2008,6335,5352
1967,1999,15610,
2004,2023,1893,
1992,2005,2714,
1952,1959,7930,
1981,2019,1304,
1964,1988,15441,
2020,2060,8693,
2008,2030,6750,
1995,2043,12298,
1959,2000,5897,
1995,1998,15551,
1969,2017,15148,
1998,2011,20971,
1990,1991,15092,
1954,1974,12348,
1992,2021,13653,
1971,1988,8581,
2010,2046,19908,
2002,2023,11337,2009
2014,2035,9851,
1972,1976,17186,
1999,2036,1840,
2007,2014,17093,
1989,1993,17497,
1990,2006,9419,
2015,2051,1478,
1985,1998,9,
1996,2044,16632,
1998,2015,2614,
2001,2010,18365,
2003,2012,1014,
1961,2011,11247,1797
1982,2015,19916,
2016,2034,6243,
1983,1994,2465,
2012,2030,19236,
1996,2015,13189,
1966,1988,2640,
1956,1957,6863,
1957,1993,2642,
2013,2059,6931,
1978,1981,9680,
1987,2029,1339,
2004,2007,4995,
1963,1997,16714,
2006,2029,19913,
1957,1998,2304,
2017,2030,6310,1355
2010,2021,20477,
1959,1964,11525,
1965,1985,15437,
1995,2010,8099,
1985,2018,7488,
1973,2010,7166,
1988,1994,771,
2001,2029,19660,
1989,2004,10334,
1975,1981,3821,4296
1986,1987,20138,
2010,2048,7840,
1981,2002,3165,
1958,2004,14074,
1986,2030,14789,
1950,1958,21504,
2011,2025,19547,
1965,1970,8538,
1968,2003,5995,
2019,2029,16559,
2013,2025,13535,
1988,1999,19987,
1994,2036,2656,
2021,2034,18431,
1982,2006,3151,5209
1992,2007,15984,
1971,1996,15927,
1952,1972,1039,24
1994,2024,11948,
1991,2024,15590,
1952,1957,16064,
2010,2021,10998,
1970,1995,14670,
1969,2015,5245,
1981,1987,3878,
2008,2027,7116,
1976,2003,10892,
2018,2043,21317,
2020,2054,8370,
2000,2015,11371,
1951,1982,9411,5352
2007,2023,20573,
1980,2015,6450,
1973,1989,5365,
2019,2053,16456,
2007,2026,11716,
1955,1957,18019,
1960,1964,4626,
2005,2052,9471,
1956,1996,19742,
1996,2021,3418,
1955,1963,19206,
1996,2009,10984,
1964,1972,3948,
1965,1968,6307,
2004,2045,2857,
1960,1984,20765,
2000,2020,20618,
1961,2004,21044,
2002,2036,5755,
2007,2028,16452,
1981,1993,14058,
1959,1982,9443,
1962,1994,8488,
1995,2009,5392,
1975,1996,15629,
2008,2030,18522,
1972,1993,6419,
2016,2021,8784,
1981,2015,17382,
2012,2032,5423,
1994,2036,12623,3320
2005,2033,6282,
2005,2006,4781,
2006,2031,7811,
1989,2001,9685,
2008,2020,14116,
1972,1980,16287,
1980,2019,8684,
1953,1974,13830,1355
1956,1961,10613,
1956,1964,8710,5209
1957,1981,14549,
2013,2053,4741,
2016,2057,16126,
1989,2031,12935,
1999,2024,4649,
1964,2002,13451,
1985,2035,7233,
1997,2037,20498,
1975,2021,5002,
2006,2041,10264,
1995,2015,8586,
1980,2029,20507,
1982,1997,17919,1355
2009,2034,17320,3090
2012,2030,1825,
1976,2003,748,
1969,2006,12460,
2016,2026,16522,
1958,1990,3925,
1967,2007,2584,
1977,2023,8849,4296
1975,1998,11894,1797
1978,1993,21727,
2019,2023,20062,2183
1997,2013,21137,
2013,2055,8338,
1961,1975,19540,90
2017,2050,10532,
1993,1994,8690,
2020,2058,161,
1995,2020,16315,
2020,2047,15808,
1968,2015,11929,
2009,2023,2683,
1983,2014,9937,
1994,2012,20637,
1998,2022,10908,90
1983,2010,17444,24
1973,1986,6757,
1957,1971,17421,
1998,2033,7166,3320
2016,2032,12869,
1995,2033,17402,
1996,2003,5816,
2021,2024,18256,
1966,2000,11527,
2003,2027,5976,
1965,1983,11859,
1950,1989,15410,
1978,2004,6724,
1998,2032,10473,
1995,2040,1986,
1981,1990,244,
1973,1987,2159,
1994,2001,6597,
2000,2040,8927,
2009,2011,18139,
1973,1981,9236,
2002,2035,3615,
2011,2043,5843,
1975,2017,618,
2017,2052,9051,
1968,1989,6373,
2013,2042,12026,
2002,2006,7161,1355
1976,2014,10651,
2019,2048,6419,
2006,2048,1364,
2003,2023,17943,
1959,1989,2808,2822
1999,2020,13565,
1993,2027,13514,
1952,1997,19410,
2005,2014,7602,
2004,2007,17519,
1994,2019,3302,
2001,2007,12327,
1968,1985,8447,
1967,1990,15569,
1972,1994,12990,
1994,2022,3953,
2011,2036,4905,
2007,2039,1708,
2013,2048,17822,
1991,2018,467,
1956,1963,12866,
1964,1967,11801,
1977,1990,20271,
1992,2025,8557,
1955,1960,17583,
2012,2055,19637,5352
1989,1992,18862,
1988,2010,15570,
1988,2013,4153,5352
1955,1999,19881,
1995,2027,17893,
2006,2048,9334,
1999,2036,19833,
1991,2037,1203,
1960,1998,14261,
1965,2011,10602,
1996,2044,3927,
1995,2020,11315,
2014,2055,19897,
2003,2048,16426,
1980,2030,1427,
2000,2032,13125,
2000,2045,5639,
1958,1987,15493,
1962,1996,2947,
1976,2026,6622,
2018,2041,17672,
2004,2007,20926,
2015,2042,16055,
1972,1993,3952,
2008,2054,9140,
1972,1989,4852,
1975,2002,18463,
1991,2000,13831,
2001,2019,5838,
1980,2025,12995,
2017,2063,10540,
2006,2045,16884,
1988,1998,8649,
1959,1980,19488,
2002,2010,18073,
1983,2028,17572,
1999,2025,12200,
2012,2049,7138,5209
1952,1973,20715,
2015,2031,19900,
2007,2023,6424,
1991,2031,12987,
1964,1996,18518,2822
1951,1998,9058,
1974,1976,7904,
1979,1986,17030,
1992,2011,11605,
2004,2034,18649,
1955,1982,3099,
1957,1962,15924,
1996,2024,8063,
2002,2046,13381,
1955,1962,18399,
2001,2016,14909,
1958,1992,4397,
1974,1976,3777,
2010,2047,5350,
1986,1995,2157,
1960,1988,4641,
1968,2014,6140,4296
2001,2033,1306,
1995,2045,14047,
1982,2000,17283,
1993,2017,7383,2183
1995,2015,1014,
2001,2029,9138,
1994,2040,7575,
1951,1999,2652,
1978,1997,5131,
2014,2033,8247,
2008,2047,8036,
1999,2002,20875,
1978,2002,17444,
1988,2010,16375,2009
1978,2012,15640,
1994,2012,12949,
1963,1983,16763,
1988,2026,21455,
1965,1985,6516,
1953,1992,12598,
1966,1972,9097,
1980,2012,14296,90
2005,2049,20083,
1982,1995,18117,
2005,2034,18023,2183
1974,1982,21199,
2011,2016,14784,
1964,2013,2569,
2004,2033,12818,
1985,1995,7876,
1969,2012,20846,
1971,2002,13593,
2011,2029,13608,
1966,1995,17521,
1989,2028,11563,
1978,2024,17648,
1951,1976,6007,
1967,2003,20206,
1989,2039,5368,
1998,2026,3123,
1953,1975,12070,
1994,2032,10734,
1982,2032,14922,
1958,1991,14077,
1980,2025,21534,
1990,2039,15600,
1967,1973,2821,
2012,2025,2020,
2007,2033,12452,
2019,2050,20038,
1950,1981,18983,
1951,1995,1246,
1992,2040,5825,
1993,2001,13359,
1966,1996,7616,
1985,1988,1706,
1952,1986,19151,
2000,2039,11731,
1954,1977,11470,
1965,2002,19499,
1986,2029,10978,
1973,1988,14069,
1950,1978,3930,
1979,2023,361,324
2006,2044,13738,
