language,personID
Korean,147419
Maltese,141316
Spanish,141410
Chavacano,141123
German,146727
Spanish,142259
Spanish,145376
Korean,147187
Turkish,141771
Spanish,147082
French,145062
English,143538
English,144864
English,147548
Thai,139929
Spanish,147541
English,147054
French,147220
Afrikaans,140601
Spanish,142012
Spanish,142979
English,144030
Hebrew,146918
Kosovan,144129
Hungarian,144202
German,142951
English,140808
Mandarin,143841
Lithuanian,144165
Korean,146349
Russian,144374
Hindi,140117
German,146958
French,146153
German,146241
Vietnamese,144003
Spanish,146673
English,141342
English,144060
English,140320
Belorussian,142196
Korean,141972
Assyrian,145420
Arabic,141911
English,141356
Spanish,141530
English,147208
English,144895
English,141255
Lithuanian,144801
Spanish,143311
French,143019
German,144380
Estonian,142397
English,144431
Macedonian,142733
English,147322
English,143482
Spanish,141599
Portuguese,144113
English,147214
Hindi,147215
Korean,146527
Spanish,147481
German,142760
Italian,141822
Mandarin,141152
Hindi,146275
German,144331
German,141808
Albanian,144019
German,141871
Arabic,145119
English,141587
German,141325
English,141980
Korean,141029
English,146272
Catalan,145035
Uzbek,139967
English,145231
Mandarin,142583
Spanish,147291
English,145954
Ukrainian,143867
Russian,142649
German,140295
English,145735
English,143489
English,147391
Somali,147242
Spanish,144611
English,140348
Bengali,146403
German,144485
French,139860
Hindi,140308
Spanish,146832
Russian,146037
German,142570
French,143375
English,140249
English,141430
Ukrainian,142074
Mandarin,144966
Spanish,146615
Montenegrin,147124
Mandarin,146119
English,143966
Portuguese,143117
English,139847
Russian,142894
Belorussian,142674
Italian,143603
English,145002
Italian,142873
Spanish,140914
French,146604
English,145201
Spanish,140452
Mandarin,146494
English,140687
Spanish,146861
English,146618
German,146845
Portuguese,139796
Mandarin,144506
Czech,145740
Arabic,141264
English,144624
Bengali,146394
Arabic,144578
English,147438
German,139885
Spanish,144172
English,140891
Spanish,142168
French,146070
Korean,139933
Estonian,146193
Mandarin,145418
English,147312
Bengali,142226
Assyrian,146963
English,147278
Mandarin,141030
English,145037
German,141318
English,143646
Hindi,143827
Spanish,143532
English,145148
Taiwanese,143825
English,141493
French,141873
French,140031
Spanish,146704
French,143132
English,141981
Catalan,142505
French,146436
Azerbaijani,146395
Mandarin,141909
Hindi,142512
Bulgarian,140933
Bengali,145927
French,145102
Korean,145938
English,140981
Ukrainian,147000
Japanese,143436
French,141436
Japanese,141920
English,140250
Basque,142352
French,141663
Mandarin,140976
Sundanese,145244
Mandarin,140542
English,141961
Bengali,141577
Albanian,143631
Spanish,144474
Spanish,146640
French,142457
French,147489
Swahili,143245
Polish,140146
Turkish,140161
French,142871
Spanish,140221
German,143805
English,143741
Arabic,144992
Spanish,142453
French,145940
Spanish,141099
Vietnamese,145045
French,143018
English,140148
Japanese,142159
English,144608
French,146221
Hindi,139837
English,146175
Italian,145124
German,147599
Cambodian,142993
Croatian,146591
Spanish,143184
English,140939
German,144228
Italian,144031
Catalan,147551
English,140305
Spanish,146750
Spanish,142136
Hungarian,139918
English,139863
Spanish,142990
Spanish,140633
Spanish,140445
English,145304
Arabic,141738
English,145229
English,147024
Spanish,144731
Spanish,146159
Chao-chow,146943
English,141260
German,144410
Azerbaijani,143008
Vietnamese,141123
Portuguese,143107
Portuguese,147541
Catalan,141429
German,143306
Swahili,144304
German,140792
French,144881
Icelandic,145148
English,146381
Spanish,141637
French,142741
Arabic,139888
Serbian,145623
Sundanese,142830
Mandarin,145091
Spanish,142230
Serbian,146874
English,146357
Japanese,139899
Vietnamese,144842
Portuguese,147497
Korean,140091
English,144707
Arabic,147096
Hindi,147512
Montenegrin,143292
English,146011
Assyrian,144007
French,142944
Bengali,147570
Assyrian,140276
Arabic,146729
Spanish,140829
English,144387
Spanish,140745
English,147566
Croatian,141456
English,142933
Hungarian,145433
Mandarin,144258
Italian,140787
French,144823
German,141797
English,140212
Mandarin,146503
Spanish,143676
Spanish,144482
Taiwanese,141996
English,144840
Albanian,139792
German,140333
Bengali,144677
English,146949
English,140224
English,145942
Icelandic,145287
Spanish,140223
English,144894
Bengali,140958
German,143011
Hindi,143628
Hindi,147277
Berber,146477
English,144860
English,145666
Kosovan,142479
Japanese,144765
English,142587
Greek,139937
French,142278
Spanish,141584
English,143995
English,144950
Spanish,142478
Ukrainian,144439
English,145777
Spanish,144639
Spanish,140272
Greek,143781
English,141337
Bengali,140440
Icelandic,144080
Portuguese,143901
Japanese,142288
French,142947
Georgian,141487
German,141420
Mandarin,145649
German,139991
Spanish,142085
Russian,141002
Mandarin,144936
English,143422
Portuguese,139832
German,146310
English,143529
German,143756
Chavacano,142926
Greek,142382
Berber,145408
Japanese,140292
English,145065
English,140839
Macedonian,145563
Spanish,144363
Catalan,145712
Spanish,145606
German,141552
Kosovan,147053
Bengali,146930
French,144073
English,147504
English,146515
Kurdish,144426
Italian,145992
Bengali,143908
Korean,146761
English,146184
German,139780
Norwegian,143619
Mandarin,145640
Macedonian,146591
Spanish,145295
Spanish,143425
English,142546
French,142436
Moldavan,141962
English,141821
Mandarin,144894
Mandarin,144593
Greek,147535
German,141730
Spanish,141302
French,145703
Mandarin,142256
English,143878
Russian,141123
English,143255
English,140452
English,146762
Montenegrin,144769
English,146258
German,141997
Turkish,146499
Spanish,140759
German,142584
Italian,143406
Mandarin,145566
Jakartanese,143253
German,144289
French,143918
English,143712
Spanish,142119
Spanish,145015
Spanish,141233
Spanish,140098
Japanese,143479
Mandarin,141766
German,141984
Hebrew,145900
Hindi,145921
Turkish,144643
English,141492
English,147578
English,143246
Moldavan,141678
Chavacano,147289
Italian,142331
Greek,145776
German,147157
Spanish,143662
Portuguese,142630
Spanish,146181
Arabic,145733
Japanese,140622
Arabic,140540
English,140554
Icelandic,145173
Indonesian,142331
Mandarin,142796
Swahili,145395
Spanish,142671
Italian,143411
Sundanese,142066
German,142584
Japanese,144729
English,145009
English,141852
Dutch,140282
English,144760
Spanish,146656
English,146952
French,140181
Turkish,144804
Polish,140707
Spanish,143183
French,145271
Hindi,141884
English,147142
Arabic,144278
Japanese,143347
Spanish,142091
English,145980
Mandarin,145487
German,145736
Hebrew,141927
English,144052
English,142061
Hindi,146499
Spanish,141280
Spanish,144422
Hindi,140569
English,143127
French,145349
Portuguese,141054
Greek,144674
Spanish,143651
Ukrainian,145023
Greek,144597
German,140204
Spanish,141248
Italian,144980
Nepali,145164
Danish,145505
English,143875
Basque,144477
English,146599
Portuguese,143072
Japanese,141740
English,145103
Spanish,143643
French,140894
Portuguese,146107
English,142607
English,146314
English,139964
French,140880
Lithuanian,146738
Indonesian,145890
Japanese,140648
Spanish,144994
English,145221
Russian,143280
Mandarin,143904
Greek,146543
English,141483
Mandarin,141963
German,141246
Spanish,141450
Hindi,145587
English,146398
German,140119
Spanish,145733
Bengali,142054
Turkish,142376
French,143831
Thai,144219
Hindi,147500
Portuguese,145491
English,142569
Lithuanian,141162
English,143523
English,143234
Latvian,145863
Spanish,142180
English,143961
English,143975
English,141259
Japanese,145071
German,145289
German,144113
Japanese,146566
Estonian,141479
Chao-chow,144228
Bengali,141250
Spanish,144566
German,141642
Kurdish,143537
Japanese,146877
English,145907
English,145993
French,145570
Bengali,140426
Basque,143710
English,144414
Finnish,141422
Spanish,144096
French,140121
Portuguese,140002
Japanese,144013
German,145801
French,145489
Afrikaans,144538
German,141130
English,146839
Spanish,144080
Spanish,144034
Czech,144361
Arabic,141018
Japanese,146171
Japanese,140724
English,144679
Spanish,144948
Polish,142030
Spanish,141913
Finnish,144908
Mandarin,143980
German,143618
Russian,146443
German,140247
English,143054
Azerbaijani,141319
Spanish,145381
English,147105
Spanish,145237
English,144540
English,144431
English,143508
Hindi,145908
Italian,145905
Spanish,146606
Chavacano,144810
German,141910
Spanish,145300
Arabic,141411
Japanese,140266
Italian,146090
Finnish,142981
English,140141
English,145819
Mandarin,141164
English,141033
English,145744
Russian,144257
English,142797
English,146800
Mandarin,146931
English,140950
Portuguese,140578
Bengali,145086
German,142068
English,147237
Mandarin,147496
English,145528
Spanish,143876
Italian,144180
Maltese,142518
English,142827
English,145273
English,144953
Spanish,141323
German,144716
Mandarin,145788
English,145842
German,147236
French,146001
Spanish,141367
Mandarin,144796
English,140247
English,142576
French,140870
Japanese,140065
Italian,142476
English,140512
Mandarin,142663
Mandarin,140967
Japanese,145385
Cambodian,146604
French,146319
Korean,144355
Mandarin,146159
Macedonian,143497
English,146663
Hebrew,139850
German,146347
English,140538
Spanish,141898
German,146704
English,145222
Slovak,147477
German,141489
Catalan,143675
Finnish,142523
Afrikaans,146311
English,140670
French,140574
English,145417
Taiwanese,144700
English,147417
Mandarin,145363
Spanish,142297
Kosovan,143483
Italian,144035
Bengali,139870
Kurdish,140622
Greek,144281
English,144886
German,141156
English,143543
Yiddish,140178
Bulgarian,143287
French,142516
English,146234
Hebrew,145225
Spanish,140282
Chavacano,143656
Czech,145684
Nigerian,140315
Lithuanian,145611
Spanish,144365
English,143267
French,145061
Mandarin,141581
Mandarin,143822
Thai,141149
Spanish,146117
Spanish,145650
German,144653
English,145429
English,142664
German,147148
Assyrian,140177
Spanish,140387
French,143275
Italian,143720
French,145189
French,142177
Spanish,146088
Hindi,140895
Russian,146378
Spanish,147094
English,144849
Kurdish,143516
Spanish,143748
Italian,142585
English,141784
English,146477
German,144225
Shanghainese,147258
Indonesian,141016
Czech,146532
French,145252
Russian,142382
Spanish,143864
German,140144
Spanish,142483
Spanish,141163
Italian,145311
Spanish,146402
Afrikaans,142901
Arabic,142870
English,143992
Dutch,146461
English,146229
Thai,143498
Turkish,142568
Greek,142445
Assyrian,147593
English,146858
Mandarin,143982
German,145487
German,140568
Hindi,141373
Bengali,143300
German,146578
Lithuanian,146088
German,144841
Japanese,139929
English,141979
Portuguese,142810
Chavacano,145001
German,140188
Turkish,146247
English,143798
English,142875
Afrikaans,145283
English,141154
Spanish,142556
English,142342
Serbian,147578
Dutch,139988
English,145747
English,145698
French,144000
Mongolian,140431
Dutch,144319
French,141063
German,144825
French,144860
Sundanese,145893
English,143702
English,140689
Taiwanese,143982
Yiddish,147431
Thai,141890
Mandarin,141770
Spanish,147471
Taiwanese,146237
German,144357
English,146004
French,144051
Japanese,139777
English,141778
Russian,142676
English,140533
English,143113
Italian,145060
Czech,144997
Kyrgyz,145027
German,140630
Slovak,142568
Mandarin,144345
Mandarin,143326
English,141001
English,145795
English,141089
German,140056
English,146247
English,140422
Spanish,145700
French,146397
Mandarin,143346
English,141202
English,144017
German,144877
Mandarin,140434
English,140367
Polish,143932
Spanish,141009
German,142112
Portuguese,143474
Spanish,146576
English,140510
German,144746
English,142284
Italian,144097
English,140339
Mandarin,143409
French,141137
Spanish,139781
English,145324
German,141744
Spanish,144943
Italian,142191
Polish,146236
Mandarin,142984
French,143769
German,140460
Turkish,141194
Mandarin,142407
German,139981
Hindi,142259
Cakchiquel,144856
English,140314
English,140481
Japanese,144547
English,140686
English,146654
Bengali,140439
Italian,142551
Japanese,146776
Spanish,145480
Korean,139868
English,142891
English,147519
Hungarian,146519
French,144906
Bengali,144807
English,142508
Spanish,146548
French,140905
Bengali,144347
English,140884
French,141075
German,144123
Berber,145166
Italian,144735
Mandarin,144924
English,141248
English,147212
Greek,146678
Spanish,141495
Italian,147518
German,147507
Japanese,143608
English,141432
German,141320
Spanish,145770
Belorussian,146915
English,144282
Portuguese,140937
Spanish,139929
Lithuanian,146836
Spanish,146952
German,140870
Catalan,147438
Urdu,141850
Catalan,146069
English,145642
Spanish,146019
English,141330
English,141855
French,146733
Mandarin,141044
English,144140
French,144532
Russian,144035
English,141068
Arabic,145880
Spanish,147416
English,144234
Japanese,143233
Mandarin,140729
Bengali,143274
Chavacano,140586
German,146774
Hindi,143637
Mandarin,143567
Kurdish,146620
Spanish,146517
Spanish,140662
Greek,147158
Arabic,143658
Berber,143177
Greek,141497
French,145126
Arabic,142528
Turkish,141955
German,139794
English,143130
Greek,145431
Hindi,145192
English,141853
Macedonian,147602
English,144312
Hebrew,143519
Italian,145492
English,142518
Bengali,147412
German,140787
English,142381
English,147224
Mandarin,146165
German,140097
Japanese,141490
English,142855
Mandarin,140537
Serbian,146993
Japanese,141707
Spanish,146184
Russian,147541
English,142267
English,144006
German,143206
Italian,142600
Hindi,142849
French,147547
Mandarin,141996
German,147560
English,144711
Hindi,147412
English,142181
Estonian,144794
Greek,142865
English,140809
English,147171
English,143668
French,141214
Montenegrin,145276
Russian,143195
Spanish,145975
Bengali,145208
French,141620
Italian,141045
Mandarin,146940
Spanish,140188
Bengali,143408
German,140305
Japanese,145961
Spanish,142562
Georgian,143456
Nigerian,144110
Portuguese,144843
Portuguese,144616
Hungarian,143889
Georgian,140115
Hindi,141491
German,141975
Montenegrin,145414
English,144838
Portuguese,147365
Korean,141125
English,140170
Arabic,143301
Portuguese,141922
German,141916
Japanese,144296
Bengali,140764
Kazakh,146879
English,146420
German,144449
German,145518
English,146283
English,141641
Spanish,146897
English,146683
Russian,144495
Spanish,146299
German,144573
Spanish,142255
French,142929
English,141659
English,146266
English,141272
French,147156
Spanish,142027
English,145814
Spanish,147190
Italian,145684
Arabic,147530
Spanish,144862
English,147326
Japanese,147279
Russian,142868
English,146487
English,143885
Spanish,140304
Mandarin,140971
English,144516
Russian,142319
Japanese,142836
Portuguese,141499
Mandarin,145348
German,140159
German,144540
Hindi,139971
Arabic,146390
Korean,143770
English,141199
Hindi,144135
Assyrian,140241
Finnish,140280
Spanish,142902
English,145904
German,144775
English,142614
Arabic,144904
Japanese,142078
English,140176
French,147138
Montenegrin,140997
